Thorn Lane,residential,39.6747183,-75.7687964
Thorn Lane,residential,39.6753839,-75.7725155
Thorn Lane,residential,39.6754038,-75.7691793
Red Hill Road,secondary,39.6154220,-75.8056990
Red Hill Road,secondary,39.6154910,-75.8054890
Meriden Drive,residential,39.6934025,-75.7698843
Wilshire Lane,residential,39.6945484,-75.7698570
Hempsted Drive,residential,39.6966660,-75.7695940
Fairfield Drive,residential,39.6970350,-75.7684783
Telegraph Road,primary,39.6988587,-75.8276120
Telegraph Road,primary,39.6989353,-75.8269876
Muddy Lane,residential,39.6372730,-75.8027220
Bluegrass Drive,residential,39.6326570,-75.8021160
Elkwood Road,residential,39.6297260,-75.8016080
Muddy Lane,residential,39.6355170,-75.8024909
Muddy Lane,residential,39.6343070,-75.8023920
Rockmoss Avenue,residential,39.6814139,-75.7760768
Kenilworth Avenue,residential,39.6806449,-75.7760504
Aster Avenue,residential,39.6798910,-75.7759967
Delancy Road,secondary,39.6160840,-75.7918880
Delancy Road,secondary,39.6142820,-75.7918210
Locharron Drive,residential,39.6887310,-75.7922500
Ballantrae Drive,residential,39.6874350,-75.7922520
South College Avenue,primary,39.6800441,-75.7535817
Orchard Road,residential,39.6803377,-75.7557624
Amstel Avenue,residential,39.6812051,-75.7581902
Ballantrae Drive,residential,39.6814250,-75.7900250
Thorn Lane,residential,39.6745740,-75.7686754
Elkton Road,primary,39.6734476,-75.7671645
Argyle Road,residential,39.6601095,-75.7392647
Bobby Drive,residential,39.6586565,-75.7430742
Anglin Drive,residential,39.6581326,-75.7444195
Dare Drive,residential,39.7042770,-75.7935350
Radcliffe Drive,residential,39.6852030,-75.7707234
Radcliffe Drive,residential,39.6826030,-75.7712394
n/a,path,39.6873194,-75.7649030
Timberline Drive,residential,39.6892165,-75.7781787
Panorama Drive,residential,39.6894160,-75.7809904
Spring Valley Road,residential,39.6924237,-75.7871908
n/a,track,39.6607828,-75.7873574
Arizona State Drive,residential,39.6507214,-75.7767493
Blue Hen Ridge,residential,39.6775044,-75.7831804
Blue Hen Ridge,residential,39.6792831,-75.7830513
Blue Hen Ridge,residential,39.6812712,-75.7828900
Barksdale Road,tertiary,39.6765368,-75.7870555
Timberline Drive,residential,39.6887420,-75.7782705
Panorama Drive,residential,39.6883770,-75.7805061
Academy Street,residential,39.6795794,-75.7497027
Haines Street,residential,39.6791194,-75.7468932
Benny Street,residential,39.6792132,-75.7459633
Academy Street,residential,39.6743400,-75.7505470
Manuel Street,residential,39.6742486,-75.7473738
Haines Street,residential,39.6741820,-75.7447460
South Chapel Street,tertiary,39.6745308,-75.7430184
Winchester Drive,residential,39.6565050,-75.8046950
Delrem Drive,residential,39.6921937,-75.7760071
Farm House Road,residential,39.6934548,-75.7785450
O'Daniel Avenue,residential,39.6745539,-75.7716609
Westfield Circle,residential,39.6733889,-75.7715918
Old Baltimore Pike,secondary,39.6278790,-75.7671850
Gallaher Road,residential,39.6785260,-75.8374240
Friendship Road,residential,39.6159810,-75.8246460
Belle Hill Road,residential,39.6380010,-75.8029000
n/a,path,39.6863830,-75.8259310
n/a,path,39.6866360,-75.8259390
n/a,path,39.6864639,-75.8256584
Kayser Court,residential,39.6827266,-75.7866710
Hillside Road,tertiary,39.6816329,-75.7604863
Wilson Road,residential,39.6837163,-75.7658966
University Drive,residential,39.6497188,-75.7702605
University Drive,residential,39.6520940,-75.7699236
n/a,trunk_link,39.6553966,-75.7514068
n/a,trunk_link,39.6552826,-75.7519734
Barksdale Road,tertiary,39.6689090,-75.8138190
Park Drive,unclassified,39.6577378,-75.7488365
Old East Chestnut Hill Road,tertiary,39.6575907,-75.7486986
Appleton Road,tertiary,39.6702110,-75.8152610
n/a,residential,39.6353068,-75.7874237
n/a,trunk_link,39.6560240,-75.7509240
n/a,tertiary_link,39.6580594,-75.7484179
Ivy Lane,residential,39.6464370,-75.7858000
Wilbur Street,residential,39.6870460,-75.7519620
Heather Court,residential,39.6907156,-75.7629107
Barksdale Road,tertiary,39.6775415,-75.7810837
Hargrove Court,residential,39.6144506,-75.7604371
Briar Lane,residential,39.6860110,-75.7687677
n/a,residential,39.6652120,-75.7527125
Bobby Drive,residential,39.6566105,-75.7423402
Peach Road,residential,39.6532110,-75.7946860
McCormick Boulevard,residential,39.6158887,-75.7685159
Evergreen Drive,residential,39.6163598,-75.7620249
McCormick Boulevard,residential,39.6155416,-75.7608769
Hillside Road,tertiary,39.6824985,-75.7599418
Tanglewood Lane,residential,39.6856118,-75.7676921
Evergreen Drive,residential,39.6144836,-75.7622717
Sycamore Road,residential,39.6522750,-75.7923680
Lafayette Road,residential,39.6853193,-75.7728249
Nottingham Road,primary,39.6933714,-75.7837924
Park Way Road,residential,39.6165579,-75.8325771
Ohio State Drive,residential,39.6526818,-75.7759082
Mesa Court,residential,39.6529037,-75.7738897
Apple Road,tertiary,39.6791786,-75.7643880
Apple Road,tertiary,39.6792980,-75.7645025
Cox Lane,residential,39.6178330,-75.8178330
Cox Lane,residential,39.6178490,-75.8178210
Barnwell Lane,residential,39.6157399,-75.7659410
McCormick Boulevard,residential,39.6163399,-75.7658243
South Main Street,primary,39.6819821,-75.7567969
South Main Street,primary,39.6820134,-75.7572947
Summer Park Crescent,residential,39.6239659,-75.7494991
South Main Street,primary,39.6824321,-75.7568437
Castlegate Court,residential,39.6155809,-75.7669279
Sypherd Drive,residential,39.6830390,-75.7665453
Briar Lane,residential,39.6805510,-75.7687307
South Main Street,primary,39.6823689,-75.7569510
South Main Street,primary,39.6818730,-75.7575874
n/a,residential,39.6671637,-75.7523390
Rittenhouse Trail,path,39.6774804,-75.7815221
Palo Lane,residential,39.6305145,-75.7675213
Vivian Court,residential,39.6319004,-75.7688191
Palo Lane,residential,39.6320006,-75.7678379
East Cleveland Avenue,tertiary,39.6868056,-75.7485701
East Cleveland Avenue,tertiary,39.6871587,-75.7437674
East Cleveland Avenue,tertiary,39.6871936,-75.7459316
Appleton Road,secondary,39.6240110,-75.8260900
Appleton Road,secondary,39.6244425,-75.8256477
Appleton Road,secondary,39.6278582,-75.8216307
Appleton Road,secondary,39.6283240,-75.8210130
Appleton Road,secondary,39.6322320,-75.8167570
Appleton Road,secondary,39.6334620,-75.8160210
Appleton Road,secondary,39.6396630,-75.8129480
Appleton Road,secondary,39.6403810,-75.8126560
Appleton Road,secondary,39.6413520,-75.8123500
Appleton Road,secondary,39.6420213,-75.8122942
Appleton Road,secondary,39.6427050,-75.8122540
Appleton Road,secondary,39.6436480,-75.8123150
Appleton Road,tertiary,39.6625550,-75.8142780
Appleton Road,tertiary,39.6643283,-75.8144972
Appleton Road,tertiary,39.6645239,-75.8145252
Appleton Road,tertiary,39.6652250,-75.8146100
Brewster Bridge Road,tertiary,39.6690160,-75.8151030
Appleton Road,tertiary,39.6806340,-75.8155160
Appleton Road,tertiary,39.6807622,-75.8155286
King Street,residential,39.6127790,-75.8332410
Pennsylvania Avenue,residential,39.6128286,-75.8331491
Elkton Road,primary,39.6655981,-75.7760417
n/a,unclassified,39.6158588,-75.8298015
Telegraph Road,primary,39.6985590,-75.8141440
Appleton Road,tertiary,39.7032660,-75.8160490
Appleton Road,tertiary,39.7052210,-75.8168990
Edjil Drive,residential,39.6532730,-75.7461527
Allison Lane,residential,39.6773518,-75.7791477
Paper Mill Road,primary,39.6895989,-75.7488124
Paper Mill Road,primary,39.6891907,-75.7486056
Georgetown Court,residential,39.6505657,-75.7695451
Richmond Court,residential,39.6509596,-75.7723608
Dalton Drive,residential,39.6182111,-75.7744060
Dalton Drive,residential,39.6189301,-75.7760153
n/a,path,39.7052455,-75.7566372
Christina Mill Drive,residential,39.6705166,-75.7744133
Donegal Court,residential,39.6207234,-75.7777212
Appleton Road,secondary,39.6333860,-75.8160630
Pebble Beach Drive,residential,39.6167389,-75.7907609
Spanish Bay Court,residential,39.6187100,-75.7895274
Spanish Bay Court,residential,39.6177922,-75.7891523
Deerbourne Trail,residential,39.6199299,-75.7797442
Spanish Bay Court,residential,39.6157595,-75.7891364
Pebble Beach Drive,residential,39.6175693,-75.7898341
Spyglass Drive,residential,39.6166522,-75.7909108
Beechwood Lane,residential,39.7053012,-75.7933247
Hullihen Drive,residential,39.7030000,-75.7937720
Spyglass Drive,residential,39.6165595,-75.7908957
Spyglass Drive,residential,39.6166643,-75.7906180
Locust Lane,residential,39.6150420,-75.8237540
Spyglass Drive,residential,39.6165009,-75.7907794
Spyglass Drive,residential,39.6167426,-75.7919209
Locust Lane,residential,39.6167690,-75.8227470
Elkwood Road,residential,39.6302596,-75.8053178
Apple Road,tertiary,39.6787663,-75.7637932
n/a,track,39.6596935,-75.7884735
